App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Is_Free,Rating_Category,Install_Category,Size_Category
Profile Tracker - Who Viewed My Facebook Profile,SOCIAL,0.9617289711452919,-0.13861035164013927,-0.3450630509740205,-0.1581699417855526,Free,-0.06305416804317218,Teen,Social,"August 1, 2018",5.4,4.1 and up,Free,Excellent,High,Small
Who viewed my fb profile pro★★,FAMILY,0.5979136395894887,-0.156213943749303,-0.3513812696557813,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Entertainment,"August 17, 2017",24.4,4.1 and up,Free,Excellent,Medium,Small
Video Downloader For FB: Save FB Videos 2018,TOOLS,0.23409830803368553,-0.15963326401237832,-0.3576994883375422,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Tools,"August 8, 2018",1.1.9,4.0.3 and up,Free,Excellent,Medium,Small
Pink Color for Facebook,SOCIAL,-0.1297170235221176,-0.15685112335552182,-0.35348734254970166,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Social,"July 1, 2018",2.0.5,4.1 and up,Free,Excellent,High,Small
Messenger,SOCIAL,-0.1297170235221176,-0.12086854145257882,-0.35454037899666185,0.04699544766893367,Free,-0.06305416804317218,Everyone,Social,"April 16, 2018",1.0,4.1 and up,Free,Excellent,High,Small
"Stickers for Imo, fb, whatsapp",SOCIAL,0.41600597381158794,-0.15975943819182759,-0.30399462954257467,-0.16875215661004717,Free,-0.06305416804317218,Teen,Social,"October 23, 2016",1.0.0.2,2.3 and up,Free,Excellent,Medium,Small
Who Viewed My Facebook Profile - Stalkers Visitors,SOCIAL,0.7798213053673895,-0.0031715463053033814,-0.2913581921790529,-0.06098633625448016,Free,-0.06305416804317218,Everyone,Social,"June 24, 2018",4.1.1,4.0.3 and up,Free,Excellent,High,Small
Cover Camera for FB,PHOTOGRAPHY,-0.6754400208558216,-0.15945662016114934,-0.37665414438282496,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Photography,"March 9, 2014",3.0.0,2.2 and up,Free,Good,Medium,Small
MB Notifications for FB (Free),SOCIAL,-0.49353235507792,-0.15813465887191944,-0.3798132537237054,-0.1668084844994257,Free,-0.06305416804317218,Teen,Social,"April 29, 2015",1.17.0,2.3 and up,Free,Good,Medium,Small
MultiMessage for FB Messenger,PRODUCTIVITY,0.05219064225578477,-0.1597777907997475,-0.3218962491408972,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Productivity,"April 28, 2018",1.0.1,4.2 and up,Free,Excellent,Medium,Small
FB Live,BUSINESS,-0.8573476866337223,-0.15986668624435948,-0.20606223997528075,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Business,"May 17, 2018",1.2.0,5.0 and up,Free,Good,Medium,Medium
Phoenix - Facebook & Messenger,SOCIAL,0.23409830803368553,-0.1543729477673386,-0.35980556123146257,-0.1668084844994257,Free,-0.06305416804317218,Teen,Social,"July 18, 2018",2.2.0717,5.0 and up,Free,Excellent,Medium,Small
Faster Social for Facebook,SOCIAL,0.05219064225578477,-0.15917330177638597,-0.36085859767842277,-0.1668084844994257,Free,-0.06305416804317218,Teen,Social,"August 2, 2018",1.8,4.3 and up,Free,Excellent,Medium,Small
Check Your Visitors on FB ?,SOCIAL,-1.039255352411624,-0.159859230497392,-0.3798132537237054,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Social,"February 17, 2017",4.4,4.2 and up,Free,Good,Medium,Small
Videos downloader for Facebook:fast fb video saver,VIDEO_PLAYERS,0.23409830803368553,-0.15987070087734195,-0.34190394163314003,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Video Players & Editors,"April 27, 2018",1.0.0,4.0.3 and up,Free,Excellent,Medium,Small
Stickers for Facebook,SOCIAL,0.23409830803368553,-0.1535356100309934,-0.2903051557320927,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Social,"March 13, 2018",1.4,4.4 and up,Free,Excellent,High,Small
Video Download For FB,TOOLS,0.23409830803368553,-0.15962752882240336,-0.37876021727674525,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Tools,"July 14, 2017",1.0,3.0 and up,Free,Excellent,Medium,Small
Video Downloader for FB : Video Download with Link,VIDEO_PLAYERS,0.5979136395894887,-0.1592742411199454,-0.36191163412538285,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Video Players & Editors,"December 20, 2017",2.1,4.0 and up,Free,Excellent,Medium,Small
Video Downloader for FB,TOOLS,0.23409830803368553,-0.15985177475042456,-0.36401770701930314,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Tools,"August 1, 2018",1.0.1,4.0.3 and up,Free,Excellent,Medium,Small
FB Photographie,PHOTOGRAPHY,0.9617289711452919,-0.1598609510543845,-0.2903051557320927,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Photography,"May 22, 2016",2.0,4.0 and up,Free,Excellent,Low,Small
Lite Messenger for Facebook Lite,SOCIAL,-0.6754400208558216,-0.15982023120556224,-0.3661237799132235,-0.16875215661004717,Free,-0.06305416804317218,Teen,Social,"May 28, 2018",3.1,4.2 and up,Free,Good,Medium,Small
Download Facebook Photo Albums,TOOLS,-0.3116246893000184,-0.15767985830690456,-0.3692828892541039,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Tools,"June 2, 2017",2.4,4.4 and up,Free,Good,Medium,Small
Mini for Facebook lite,SOCIAL,-0.1297170235221176,-0.15973305631794274,-0.38191932661762573,-0.16875215661004717,Free,-0.06305416804317218,Teen,Social,"June 21, 2018",1.2,3.0 and up,Free,Excellent,Medium,Small
funny Image Comments for FB,SOCIAL,-0.49353235507792,-0.15987127439633944,-0.23765333338408526,-0.16886013839397057,Free,-0.06305416804317218,Teen,Social,"February 13, 2018",2.0,4.1 and up,Free,Good,Medium,Medium
IDM for Facebook ★ Downloader,PRODUCTIVITY,0.23409830803368553,-0.15878961756706067,-0.362964670572343,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Productivity,"October 17, 2015",7.95,2.3 and up,Free,Excellent,Medium,Small
"Unlimited Group Links - Whatsapp, FB, Telegram",SOCIAL,-1.403070683967427,-0.15985693642140203,-0.3661237799132235,-0.16875215661004717,Free,-0.06305416804317218,Mature 17+,Social,"July 3, 2018",4.0,4.0.3 and up,Free,Good,Medium,Small
HD VideoDownlaoder For Fb : XXVideo Downloader,VIDEO_PLAYERS,0.05219064225578477,-0.1598471865984446,-0.3313735771635385,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Video Players & Editors,"July 30, 2018",1.0.3,4.0.3 and up,Free,Excellent,Medium,Small
Barca News - app for Barcelona FC Fans,SPORTS,0.5979136395894887,-0.15976345282481008,-0.34822216031490094,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Sports,"November 13, 2017",2.6.0,4.0 and up,Free,Excellent,Medium,Small
FC Barcelona Fantasy Manager: Real football mobile,SPORTS,0.41600597381158794,-0.1511526385963946,-0.07969786634006286,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Sports,"October 2, 2017",7.30.005,4.0.3 and up,Free,Excellent,High,Medium
Classic FC 64 IN 1,FAMILY,0.05219064225578477,-0.15887908653067015,-0.3303205407165784,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Casual,"December 29, 2017",1.0.0,2.3 and up,Free,Excellent,Medium,Small
FC Barcelona Official Keyboard,SPORTS,0.9617289711452919,-0.15688324041938165,-0.1850015110360778,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Sports,"May 17, 2018",2.1.0.0.15734,4.1 and up,Free,Excellent,High,Medium
Barcelona Live 2018—Goals & News for Barca FC Fans,SPORTS,0.7798213053673895,-0.159686027760148,0.00454504941674909,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Sports,"August 6, 2018",2.22.0,4.2 and up,Free,Excellent,Medium,Large
Barcelona News - Sportfusion,SPORTS,0.41600597381158794,-0.15966308700024814,-0.1850015110360778,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Sports,"March 6, 2018",3.953,4.1 and up,Free,Excellent,Medium,Medium
Barcelona Calendar,SPORTS,0.41600597381158794,-0.1594979135289691,-0.362964670572343,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Sports,"November 17, 2017",2.2,4.0.3 and up,Free,Excellent,Medium,Small
"Barca News - FC Barcelona, World Foot & Transfers",SPORTS,1.1436366369231927,-0.15979040821769241,-0.3282144678226581,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Sports,"August 4, 2018",4.0,4.1 and up,Free,Excellent,Medium,Small
FC Bayern Munich,SPORTS,0.7798213053673895,-0.13858167569026442,0.3520470769135984,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Sports,"August 1, 2018",1.3.11,4.1 and up,Free,Excellent,High,Large
FC BARCELONA EVENTS,SPORTS,0.23409830803368553,-0.15987873014330692,-0.2797747912624912,-0.16896596054221552,Free,-0.06305416804317218,Everyone,Sports,"April 22, 2018",v2.7.11.16,4.1 and up,Free,Excellent,Low,Medium
Cambridge English FC,FAMILY,0.41600597381158794,-0.1594457233001969,-0.2797747912624912,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Education,"October 6, 2016",2.1.0,4.0 and up,Free,Excellent,Medium,Medium
Barcelona Live - Goal Score & News for Barca Fans,SPORTS,0.41600597381158794,-0.159860377535387,-0.36822985280714376,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Sports,"August 17, 2017",1.0,4.0 and up,Free,Excellent,Medium,Small
Seattle Sounders FC,SPORTS,-1.5849783497453287,-0.1593235637537301,-0.048106772931258375,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Sports,"August 1, 2018",2018.0.12,4.1 and up,Free,Good,Medium,Large
FCB Connect - FC Barcelona,SOCIAL,0.5979136395894887,-0.15942622365428202,-0.17447114656647628,-0.16788830233865984,Free,-0.06305416804317218,Teen,Social,"June 7, 2018",2.1.5,4.1 and up,Free,Excellent,Medium,Medium
1. FC Köln App,SPORTS,0.7798213053673895,-0.15872423640134606,0.036136142825553566,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Sports,"July 20, 2018",1.13.0,4.4 and up,Free,Excellent,Medium,Large
File Commander - File Manager/Explorer,BUSINESS,0.23409830803368553,0.27518360505373035,-0.26924442679288974,1.9906675582903826,Free,-0.06305416804317218,Everyone,Business,"August 2, 2018",Varies with device,4.1 and up,Free,Excellent,High,Medium
FC Porto,SPORTS,1.325544302701095,-0.1507729690200518,-0.17447114656647628,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Sports,"June 19, 2018",2.6.0,4.0.3 and up,Free,Excellent,Medium,Medium
Fulham FC,SPORTS,0.23409830803368553,-0.1596521901392957,-0.3661237799132235,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Sports,"August 9, 2017",5.0,2.3 and up,Free,Excellent,Medium,Small
Chelsea FC Official Keyboard,PRODUCTIVITY,0.5979136395894887,-0.10746425544308592,-0.24818369785368674,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Productivity,"July 3, 2018",3.4.4,5.0 and up,Free,Excellent,High,Medium
Burnley FC,SPORTS,1.325544302701095,-0.15977033505278004,-0.09022823080966434,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Sports,"August 1, 2018",2018.8.1,4.4 and up,Free,Excellent,Medium,Medium
Atlanta United FC,SPORTS,-0.8573476866337223,-0.1597588646728301,0.4046988992616058,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Sports,"June 28, 2018",2.10.5-prod-release,4.4 and up,Free,Good,Medium,Large
Barcelona Wallpaper HD,PERSONALIZATION,0.5979136395894887,-0.1598288339905247,-0.3355857229513791,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Personalization,"February 28, 2018",1.10,4.1 and up,Free,Excellent,Medium,Small
Sydney FC Official App,SPORTS,0.7798213053673895,-0.15984948067443458,-0.21659260444488226,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Sports,"June 26, 2018",3.0.0,4.1 and up,Free,Excellent,Medium,Medium
Birmingham City FC,SPORTS,0.5979136395894887,-0.15977262912877002,-0.10075859527926584,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Sports,"August 1, 2018",2018.8.1,4.4 and up,Free,Excellent,Medium,Medium
FC Browser - Focus Privacy Browser,COMMUNICATION,-0.1297170235221176,-0.15986725976335697,-0.34716912386794074,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Communication,"November 24, 2017",1.0,5.0 and up,Free,Excellent,Low,Small
Noticias FC Barcelona,NEWS_AND_MAGAZINES,1.5074519684789958,-0.1598798771813019,-0.362964670572343,-0.16896596054221552,Free,-0.06305416804317218,Everyone,News & Magazines,"June 15, 2018",1.3,4.4 and up,Free,Excellent,Low,Small
Toronto FC,SPORTS,-1.403070683967427,-0.15979958452165235,0.4362899926704103,-0.16875215661004717,Free,-0.06305416804317218,Teen,Sports,"May 11, 2018",4.2.5,4.3 and up,Free,Good,Medium,Large
Middlesbrough FC Official,SPORTS,0.5979136395894887,-0.1597949963696724,-0.016515679522453895,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Sports,"May 29, 2018",2018.5.25,4.4 and up,Free,Excellent,Medium,Large
The 5th Stand,SPORTS,1.1436366369231927,-0.15890890951853998,-0.21659260444488226,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Sports,"July 31, 2018",1.2.677,4.4 and up,Free,Excellent,Medium,Medium
Galaxian(FC),GAME,0.5979136395894887,-0.1598810242192969,-0.313471957565216,-0.16896596054221552,Paid,0.04932082887098358,Everyone,Arcade,"November 13, 2015",1.0,2.3 and up,Paid,Excellent,Low,Small
FC Red Bull Salzburg App,SPORTS,0.5979136395894887,-0.15900698126711194,0.5415936373664252,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Sports,"August 7, 2018",4.0.4-R,5.0 and up,Free,Excellent,Medium,Large
FC Zenit official Android app,SPORTS,0.5979136395894887,-0.1566274509464981,0.12037905858236551,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Sports,"April 18, 2018",3.0.10,4.1 and up,Free,Excellent,Medium,Large
Fan App for Portsmouth FC,SPORTS,0.5979136395894887,-0.15985177475042456,-0.26924442679288974,-0.1689465238211093,Free,-0.06305416804317218,Teen,Sports,"August 6, 2016",060816,4.2 and up,Free,Excellent,Low,Medium
Latest Barcelona News 24h,NEWS_AND_MAGAZINES,0.5979136395894887,-0.15982252528155222,-0.36401770701930314,-0.16875215661004717,Free,-0.06305416804317218,Everyone,News & Magazines,"January 6, 2018",1.3,4.0 and up,Free,Excellent,Medium,Small
Mobile FC,SPORTS,-0.1297170235221176,-0.15700597348484593,0.20462197433917745,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Sports,"May 25, 2018",125,4.0.3 and up,Free,Excellent,Medium,Large
"FirstCry Baby & Kids Shopping, Fashion & Parenting",SHOPPING,-0.1297170235221176,-0.13632545195411241,-0.22712296891448375,-0.06098633625448016,Free,-0.06305416804317218,Everyone,Shopping,"June 27, 2018",68,4.1 and up,Free,Excellent,High,Medium
Fan App for Reading FC,SPORTS,-1.039255352411624,-0.15987700958631443,-0.25871406232328825,-0.16895732199950164,Free,-0.06305416804317218,Teen,Sports,"August 6, 2016",060816,4.2 and up,Free,Good,Low,Medium
Deportivo Toluca FC,SPORTS,0.9617289711452919,-0.15855332774009204,-0.33347965005745883,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Sports,"July 26, 2018",2.0.20,5.0 and up,Free,Excellent,Medium,Small
Underdog FC,SPORTS,0.7798213053673895,-0.1597582911538326,0.025605778355952076,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Sports,"August 2, 2018",23.17,4.1 and up,Free,Excellent,Medium,Large
Las Vegas Lights FC,SPORTS,1.325544302701095,-0.1598764360673169,-0.24818369785368674,-0.16895732199950164,Free,-0.06305416804317218,Everyone,Sports,"March 9, 2018",2.0.833.18,4.0.3 and up,Free,Excellent,Low,Medium
FD Shift Calendar Widget,TOOLS,-0.1297170235221176,-0.1593195491207476,0.37310780585280134,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Tools,"March 16, 2011",1.2.4,1.6 and up,Free,Excellent,Medium,Large
Bank FD Interest Calculator,FINANCE,0.5979136395894887,-0.15978696710370743,-0.3587525247845024,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Finance,"January 7, 2018",2.5,4.0.3 and up,Free,Excellent,Medium,Small
FD VR Video Player - (Stored),FAMILY,-0.49353235507792,-0.15945145849017187,-0.21659260444488226,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up,Free,Good,Medium,Medium
FD Mobile,FAMILY,-0.49353235507792,-0.15985177475042456,-0.31241892111825587,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Entertainment,"September 20, 2017",2.1.2,4.0.3 and up,Free,Good,Medium,Small
Formula DRIFT,SPORTS,0.7798213053673895,-0.15978524654671494,-0.19553187550567927,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Sports,"July 27, 2018",2.0.855.33,4.0.3 and up,Free,Excellent,Medium,Medium
FD VR - Virtual 3D Web Browser,FAMILY,-0.6754400208558216,-0.1594640759081168,-0.07969786634006286,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Entertainment,"March 9, 2018",4.6.12c,4.4 and up,Free,Good,Medium,Medium
FD Community FCU Mobile,FINANCE,0.9617289711452919,-0.15978180543272996,-0.26924442679288974,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Finance,"June 12, 2018",5.9.1.0,5.0 and up,Free,Excellent,Low,Medium
Female Daily,BEAUTY,-0.49353235507792,-0.15738506954219125,0.04666650729515506,-0.1668084844994257,Free,-0.06305416804317218,Teen,Beauty,"August 6, 2018",2.5.1,4.0.3 and up,Free,Good,Medium,Large
FD VR - Virtual App Launcher,LIBRARIES_AND_DEMO,-0.1297170235221176,-0.1590431129639542,-0.3176841033530566,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Libraries & Demo,"November 30, 2016",3.6.1,4.4 and up,Free,Excellent,Medium,Small
FD VR Player - for 360 Youtube,FAMILY,-0.49353235507792,-0.15982481935754222,-0.29978248375473404,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up,Free,Good,Medium,Small
FD VR Store -VR Games and Apps,FAMILY,-0.3116246893000184,-0.15982195176255473,-0.31663106690609644,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Simulation,"November 30, 2016",3.6.1,4.4 and up,Free,Good,Medium,Small
Policy And FD Manager,FINANCE,0.23409830803368553,-0.15987070087734195,-0.3450630509740205,-0.16895732199950164,Free,-0.06305416804317218,Everyone,Finance,"June 9, 2018",14,4.4 and up,Free,Excellent,Low,Small
FD VR - Virtual Reality Camera,FAMILY,-0.3116246893000184,-0.1593046376268127,-0.3176841033530566,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up,Free,Good,Medium,Small
Sports Lite,SPORTS,0.41600597381158794,-0.15987299495333193,-0.3440100145270603,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Sports,"July 31, 2018",1.0,4.0.3 and up,Free,Excellent,Low,Small
FD VR Theater - for Youtube VR,FAMILY,-0.1297170235221176,-0.1572525866537695,-0.29978248375473404,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up,Free,Excellent,High,Small
Story Time FD,FAMILY,1.5074519684789958,-0.1598810242192969,-0.3513812696557813,-0.16896790421432614,Free,-0.06305416804317218,Everyone 10+,Simulation,"March 25, 2016",1.1,1.6 and up,Free,Excellent,Low,Small
FD Calculator | Term Deposit | Fixed Deposit,FINANCE,1.1436366369231927,-0.15987528902932194,-0.36717681636018357,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Finance,"June 13, 2018",2.1,5.0 and up,Free,Excellent,Low,Small
Financial Calculator India,FINANCE,0.7798213053673895,-0.15195671223088497,-0.35454037899666185,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Finance,"July 4, 2018",3.3,4.0 and up,Free,Excellent,High,Small
"FD Calculator (EMI, SIP, RD & Loan Eligilibility)",FINANCE,1.5074519684789958,-0.15982252528155222,-0.37138896214802425,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Finance,"August 7, 2018",2.1.0,4.1 and up,Free,Excellent,Low,Small
FD VR Cardboard Featured 360 Videos,FAMILY,0.05219064225578477,-0.15983858381348215,-0.027046043992055388,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Entertainment,"December 19, 2017",4.5.1c,4.4 and up,Free,Excellent,Medium,Large
"EMI, FD, RD - Bank Calculator",FINANCE,0.9617289711452919,-0.15985808345939703,-0.3587525247845024,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Finance,"April 2, 2017",2.3,4.1 and up,Free,Excellent,Medium,Small
FD VR Player - for Youtube 3D,FAMILY,-0.3116246893000184,-0.15851834308124474,-0.29978248375473404,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up,Free,Good,High,Small
RD/FD Calculator,FINANCE,0.41600597381158794,-0.15982940750952218,-0.3798132537237054,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Finance,"January 31, 2017",1.2.1,4.0.3 and up,Free,Excellent,Medium,Small
FD VR Music Videos - MTV Pop and Rap in 360,FAMILY,1.325544302701095,-0.15987356847232945,-0.12181932421846882,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Entertainment,"December 19, 2017",4.5.3c,4.4 and up,Free,Excellent,Low,Medium
FD VR - Virtual Photo Gallery,FAMILY,-1.2211630181895254,-0.15977951135673998,-0.3176841033530566,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up,Free,Good,Medium,Small
Fix Deposit Calculator (FD),FINANCE,-0.1297170235221176,-0.1598781566243094,-0.3734950350419445,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Finance,"February 6, 2018",1.0,4.0.3 and up,Free,Excellent,Low,Small
FD Interest Calculator,FINANCE,0.05219064225578477,-0.15987242143433444,-0.3461160874209806,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Finance,"January 18, 2015",2.7,3.0 and up,Free,Excellent,Medium,Small
Deposit Calculator FD & RD,FINANCE,0.41600597381158794,-0.15987184791533696,-0.35980556123146257,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Finance,"January 21, 2017",1.1,3.0 and up,Free,Excellent,Medium,Small
Banking Calculator,FINANCE,0.5979136395894887,-0.1577578568905641,-0.34716912386794074,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Finance,"March 20, 2018",34,2.3 and up,Free,Excellent,Medium,Small
FD e-paper,NEWS_AND_MAGAZINES,-1.948793681301131,-0.15977721728075,-0.320843212693937,-0.16875215661004717,Free,-0.06305416804317218,Everyone,News & Magazines,"July 4, 2018",2.2.9,4.1 and up,Free,Good,Medium,Small
EMI/FD/RD/PV/IRR/BEP/EOQ Calc,FINANCE,0.5979136395894887,-0.1598489071554371,-0.36717681636018357,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Finance,"December 9, 2015",1.6.3,3.0 and up,Free,Excellent,Medium,Small
EMI Calculator | FD Calculator | RD calculator,FINANCE,0.7798213053673895,-0.15982137824355724,-0.3492751967618611,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Finance,"March 19, 2018",5.3,4.0.3 and up,Free,Excellent,Medium,Small
LineStar for FanDuel,SPORTS,0.23409830803368553,-0.15899952552014446,-0.24818369785368674,-0.16788830233865984,Free,-0.06305416804317218,Teen,Sports,"June 6, 2018",3.0.3,4.0.3 and up,Free,Excellent,Medium,Medium
HD Video Download for Facebook,VIDEO_PLAYERS,0.41600597381158794,-0.14797878446424786,-0.21659260444488226,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Video Players & Editors,"March 16, 2018",4.0.3,4.1 and up,Free,Excellent,High,Medium
Santa Fe FCU Mobile Banking,FINANCE,0.23409830803368553,-0.15987528902932194,-0.3008355202016942,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Finance,"January 22, 2018",1.18.4,4.0 and up,Free,Excellent,Low,Small
FE Connect,TOOLS,1.1436366369231927,-0.15986840680135198,-0.34822216031490094,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Tools,"September 14, 2017",2.3.0,4.0.3 and up,Free,Excellent,Medium,Small
FE Civil Engineering Exam Prep,FAMILY,-2.494516678634836,-0.15987700958631443,-0.17447114656647628,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up,Free,Average,Low,Medium
FE CREDIT - TET VUI,FINANCE,-0.1297170235221176,-0.1598104813826048,-0.23765333338408526,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Finance,"March 6, 2018",1.2.1,4.1 and up,Free,Excellent,Medium,Medium
FE Mechanical Engineering Prep,FAMILY,-5.768854662637061,-0.1598810242192969,-0.17447114656647628,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up,Free,Poor,Low,Medium
FE Mobile,BUSINESS,-2.1307013470790324,-0.1598810242192969,-0.3113658846712957,-0.16896790421432614,Free,-0.06305416804317218,Everyone,Business,"July 10, 2018",1.4.5,4.1 and up,Free,Average,Low,Small
Comunidad De Fe Minitries,LIFESTYLE,1.5074519684789958,-0.15987127439633944,-0.2797747912624912,-0.16895732199950164,Free,-0.06305416804317218,Everyone,Lifestyle,"March 1, 2018",1.1,4.1 and up,Free,Excellent,Low,Medium
Garena Free Fire,GAME,0.5979136395894887,3.0140373420551647,0.1625005164607715,1.9906675582903826,Free,-0.06305416804317218,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up,Free,Excellent,High,Large
Safe Santa Fe,FAMILY,1.5074519684789958,-0.1598810242192969,-0.26924442679288974,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Education,"July 4, 2016",1.0,4.0 and up,Free,Excellent,Low,Medium
Santa Fe New Mexican e-Edition,NEWS_AND_MAGAZINES,-0.1297170235221176,-0.15986783328235446,-0.21659260444488226,-0.1689465238211093,Free,-0.06305416804317218,Everyone,News & Magazines,"June 21, 2018",4.7.4.18.0621,4.1 and up,Free,Excellent,Low,Medium
Note FE Theme And Launcher For Samsung Galaxy,PERSONALIZATION,0.41600597381158794,-0.1598781566243094,-0.292411228626013,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Personalization,"August 28, 2017",1.0,4.0 and up,Free,Excellent,Low,Small
FE CPS,FINANCE,-2.1307013470790324,-0.1598466130794471,-0.21659260444488226,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Finance,"June 26, 2017",0.1.8,4.0 and up,Free,Average,Medium,Medium
Santa Fe Indian Market,FAMILY,-0.6754400208558216,-0.1598798771813019,-0.07969786634006286,-0.16895732199950164,Free,-0.06305416804317218,Everyone,Entertainment,"July 23, 2018",5.11,5.0 and up,Free,Good,Low,Medium
Repair Hyundai Santa Fe,AUTO_AND_VEHICLES,-0.49353235507792,-0.15986955383934695,0.6258365531232372,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Auto & Vehicles,"January 31, 2018",1.0,4.0 and up,Free,Good,Low,Large
Santa Fe Thrive,HEALTH_AND_FITNESS,1.5074519684789958,-0.1598810242192969,-0.30820677533041524,-0.16896704036005475,Free,-0.06305416804317218,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up,Free,Excellent,Low,Small
Theme for Samsung Galaxy Note FE,PERSONALIZATION,0.5979136395894887,-0.15985234826942207,-0.31241892111825587,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Personalization,"July 4, 2017",1.0,2.3.3 and up,Free,Excellent,Medium,Small
